geneID	geneSymbol	bioType	annotationLevel	S-CTL-001	S-CTL-002	S-CTL-003	S-KD-001	S-KD-002	S-KD-003
ENSG00000013619.14	MAMLD1	protein_coding	2	2753	1747	1876	3385	3146	1374
ENSG00000013725.14	CD6	protein_coding	2	526	373	329	382	374	240
ENSG00000013810.19	TACC3	protein_coding	1	30	20	18	20	18	52
ENSG00000014123.10	UFL1	protein_coding	2	0	0	0	0	0	0
ENSG00000014138.9	POLA2	protein_coding	1	2255	1334	679	901	611	238
ENSG00000014164.7	ZC3H3	protein_coding	1	12	24	16	13	23	4
ENSG00000014216.15	CAPN1	protein_coding	2	2476	834	530	1445	1481	739
ENSG00000014257.16	ACPP	protein_coding	1	899	528	737	254	509	649
ENSG00000014641.18	MDH1	protein_coding	1	23279	20143	9762	29834	29207	10157
ENSG00000014824.14	SLC30A9	protein_coding	2	2035	2096	1242	1828	1559	928
ENSG00000014914.21	MTMR11	protein_coding	2	7	8	10	12	10	2
ENSG00000014919.12	COX15	protein_coding	2	1	1	2	89	18	7
ENSG00000015133.19	CCDC88C	protein_coding	1	2	4	15	24	19	35
ENSG00000015153.14	YAF2	protein_coding	2	11125	8464	4516	11762	11472	4911
ENSG00000015171.19	ZMYND11	protein_coding	2	7053	5136	7242	5045	6651	8026
ENSG00000015285.10	WAS	protein_coding	2	0	0	0	2	8	6
ENSG00000015413.9	DPEP1	protein_coding	2	0	0	0	0	0	0
ENSG00000015475.18	BID	protein_coding	2	2159	1755	1329	4380	3947	2319
ENSG00000015479.18	MATR3	protein_coding	1	0	0	0	0	4	0
ENSG00000015520.14	NPC1L1	protein_coding	1	2	0	0	4	11	0
ENSG00000015532.9	XYLT2	protein_coding	2	0	0	0	0	4	2
ENSG00000015568.13	RGPD5	protein_coding	2	13298	10485	8883	17868	20907	8590
ENSG00000015592.16	STMN4	protein_coding	2	4423	2749	2161	2966	2907	2482
ENSG00000015676.18	NUDCD3	protein_coding	1	20715	19515	13291	18819	19039	9249
ENSG00000016082.15	ISL1	protein_coding	2	0	0	0	0	0	0
ENSG00000016391.11	CHDH	protein_coding	2	0	0	0	0	0	0
ENSG00000016402.13	IL20RA	protein_coding	2	3987	3394	2021	3712	4193	2201
ENSG00000016490.15	CLCA1	protein_coding	2	0	0	0	1	0	0
ENSG00000016602.9	CLCA4	protein_coding	2	927	621	245	785	628	248
ENSG00000016864.18	GLT8D1	protein_coding	2	329	234	100	69	83	71
ENSG00000017260.19	ATP2C1	protein_coding	2	10487	7877	3205	5760	2881	2147
ENSG00000017427.16	IGF1	protein_coding	1	0	0	0	0	0	0
ENSG00000017483.15	SLC38A5	protein_coding	2	241	175	119	167	120	65
ENSG00000017797.13	RALBP1	protein_coding	2	3902	5570	6033	7601	2554	890
ENSG00000018189.13	RUFY3	protein_coding	1	15.54	24.86	27.06	31.54	39.6	28.29
ENSG00000018236.15	CNTN1	protein_coding	2	2017	1701	2877	411	916	832
ENSG00000018280.17	SLC11A1	protein_coding	2	30	13	14	1022	1805	1187
ENSG00000018408.14	WWTR1	protein_coding	1	2498	2115	1083	7545	7314	2905
ENSG00000018510.15	AGPS	protein_coding	2	3210	3348	2738	8237	8022	4049
ENSG00000018607.6	ZNF806	unprocessed_pseudogene	2	0	0	0	0	1	1
ENSG00000018610.14	CXorf56	protein_coding	2	12302	10696	8979	6309	2855	2740
ENSG00000018625.14	ATP1A2	protein_coding	2	3549	4041	2279	1400	1657	1402
ENSG00000018699.13	TTC27	protein_coding	1	2042	2017	953	2199	1878	678
ENSG00000018869.16	ZNF582	protein_coding	2	3957.13	3241.75	3453.63	1861.81	1752.72	1694.12
ENSG00000019102.12	VSIG2	protein_coding	2	3676	3214	1672	2277	1982	1665
ENSG00000019144.19	PHLDB1	protein_coding	2	0	0	0	0	0	0
ENSG00000019169.10	MARCO	protein_coding	2	4	2	6.5	6	2	3
ENSG00000019186.10	CYP24A1	protein_coding	1	3921	3002	2896	2907	5054	2332
ENSG00000019485.13	PRDM11	protein_coding	1	576	651	342	403	375	169
ENSG00000019505.8	SYT13	protein_coding	2	1791	1546	917	1292	1326	980
ENSG00000019549.13	SNAI2	protein_coding	2	6548	5994	3173	2535	2333	1297
ENSG00000019582.15	CD74	protein_coding	2	26320	21691	12361	31018	21006	11128
ENSG00000019991.18	HGF	protein_coding	2	253	456	309	1143	1042	586
ENSG00000019995.6	ZRANB1	protein_coding	2	135	84	114	121	77	116
ENSG00000020129.16	NCDN	protein_coding	2	2120	1698	1123	3391	3274	1243
ENSG00000020181.17	ADGRA2	protein_coding	2	10791	5122	1656	5699	18781	5162
ENSG00000020219.9	CCT8L1P	processed_pseudogene	2	0	0	0	2	1	3
ENSG00000020256.20	ZFP64	protein_coding	2	0	0	0	1	1	1
ENSG00000020426.11	MNAT1	protein_coding	1	0	1	0	0	0	1
ENSG00000020577.13	SAMD4A	protein_coding	1	2	0	2	979	142	110
ENSG00000020633.18	RUNX3	protein_coding	2	0	0	0	0	0	0
ENSG00000020922.12	MRE11	protein_coding	2	164	312	214	560	546	436
ENSG00000021300.14	PLEKHB1	protein_coding	2	5882	4936	2829	4136	4393	1983
ENSG00000021355.13	SERPINB1	protein_coding	2	75	7	7	6	3	0
ENSG00000021461.16	CYP3A43	protein_coding	2	4393	2681	2673	2274	2722	2701
ENSG00000021488.13	SLC7A9	protein_coding	2	0	0	0	0	0	0
ENSG00000021574.12	SPAST	protein_coding	2	0	0	0	2	0	2
ENSG00000021645.18	NRXN3	protein_coding	2	0	0	0	2	2	0
ENSG00000021762.20	OSBPL5	protein_coding	2	4218	3281	3451	2203	1963	2017
ENSG00000021776.11	AQR	protein_coding	2	11214.77	8900.41	5279.47	8241.75	8985.54	4701.4
ENSG00000021826.15	CPS1	protein_coding	2	23	39	22	2	0	0
ENSG00000021852.13	C8B	protein_coding	2	0	0	0	0	0	0
ENSG00000022267.18	FHL1	protein_coding	2	0	0	0	0	0	0
ENSG00000022277.12	RTF2	protein_coding	1	4146	3282	2653	2777	2897	1870
ENSG00000022355.17	GABRA1	protein_coding	2	0	5	5	30	4	3
ENSG00000022556.16	NLRP2	protein_coding	2	2473.92	2357.82	1484.67	1689.59	2257.94	1319.85
ENSG00000022567.9	SLC45A4	protein_coding	1	24842.1	24752.83	19343.7	18391.25	11885.55	7895.67
ENSG00000022840.16	RNF10	protein_coding	1	28	21	9	129	1775	588
ENSG00000022976.15	ZNF839	protein_coding	1	221	561	581	1858	1858	633
ENSG00000023041.11	ZDHHC6	protein_coding	2	108	109	55	45	15	11
ENSG00000023171.18	GRAMD1B	protein_coding	2	289.64	286.22	303.57	349.06	501.89	320.53
ENSG00000023191.17	RNH1	protein_coding	2	2752	2402	1196	1139	899	318
ENSG00000023228.14	NDUFS1	protein_coding	2	25	43	41	41	12	0
ENSG00000023287.13	RB1CC1	protein_coding	2	19	1	4	432	578	692
ENSG00000023318.8	ERP44	protein_coding	2	27	33	29	5	0	3
ENSG00000023330.15	ALAS1	protein_coding	1	11590	10483	7612	7193	8922	5997
ENSG00000023445.14	BIRC3	protein_coding	1	419.77	359.09	363.59	434.39	396.55	649.34
ENSG00000023516.9	AKAP11	protein_coding	2	226	113	69	381	542	282
ENSG00000023572.9	GLRX2	protein_coding	2	0	0	1	204	319	157
ENSG00000023608.5	SNAPC1	protein_coding	2	7139	6431	2734	3633	3840	1512
ENSG00000023697.13	DERA	protein_coding	2	0	0	0	1	0	1
ENSG00000023734.11	STRAP	protein_coding	1	147	174	120	386	397	160
ENSG00000023839.12	ABCC2	protein_coding	2	0	0	0	0	1	1
ENSG00000023892.11	DEF6	protein_coding	2	0	0	2	29	8	5
ENSG00000023902.14	PLEKHO1	protein_coding	2	9980	11140	5718	5802	3928	4739
ENSG00000023909.10	GCLM	protein_coding	2	6742	5598	3407	841	681	399
ENSG00000024048.10	UBR2	protein_coding	2	6599	5913	4248	6077	6419	4867
ENSG00000024422.12	EHD2	protein_coding	2	1043	1072	910	229	333	290
ENSG00000024526.17	DEPDC1	protein_coding	2	743	409	244	127	115	122
ENSG00000024862.17	CCDC28A	protein_coding	2	47	38	82	59	67	24
ENSG00000025039.14	RRAGD	protein_coding	2	1479	1294	850	600	811	476
ENSG00000025156.12	HSF2	protein_coding	2	197	162	201	3311	5171	2355
ENSG00000025293.17	PHF20	protein_coding	2	1	0	0	0	1	1
ENSG00000025423.11	HSD17B6	protein_coding	1	0	0	0	0	2	0
ENSG00000025434.19	NR1H3	protein_coding	1	0	0	0	0	0	0
ENSG00000025708.14	TYMP	protein_coding	1	54	28	35	43	48	13
ENSG00000025770.19	NCAPH2	protein_coding	2	536.6	862.01	976.18	1392.25	1031.46	537.03
ENSG00000025772.8	TOMM34	protein_coding	2	6019	6922	2986	7329	6977	3023
ENSG00000025796.14	SEC63	protein_coding	1	888	3442	2095	3553	3506	1274
ENSG00000025800.14	KPNA6	protein_coding	2	0	0	0	1	0	0
ENSG00000026025.16	VIM	protein_coding	2	2514	1810	1702	352	301	306
ENSG00000026036.22	RTEL1-TNFRSF6B	protein_coding	2	5.8	33.06	12.26	35.27	22.43	10.66
ENSG00000026103.22	FAS	protein_coding	1	244.22	296.51	324.45	141.61	236.87	155.76
ENSG00000026297.15	RNASET2	protein_coding	2	9125	5164	2289	8937	7209	2428
ENSG00000026508.18	CD44	protein_coding	1	1536	876	724	936	798	727
ENSG00000026559.14	KCNG1	protein_coding	2	5915.39	3253.64	732.32	4257.29	2122.74	994.86
ENSG00000026652.14	AGPAT4	protein_coding	2	5201	3246	1859	4878	4713	2130
ENSG00000026751.17	SLAMF7	protein_coding	2	3	4	1	5	4	5
ENSG00000026950.17	BTN3A1	protein_coding	2	136	103	59	308	197	174
ENSG00000027001.10	MIPEP	protein_coding	2	2265	1625	761	8692	5026	3522
ENSG00000027075.15	PRKCH	protein_coding	1	34	145	103	91	75	43
ENSG00000027644.5	INSRR	protein_coding	2	17	12	34	470	373	274
ENSG00000027697.14	IFNGR1	protein_coding	2	763	701	343	539	510	141
ENSG00000027847.14	B4GALT7	protein_coding	1	6697	5481	3590	9553	7513	3614
ENSG00000027869.11	SH2D2A	protein_coding	2	2585	2299	1222	2518	2829	1135
ENSG00000028116.17	VRK2	protein_coding	1	82482	50803	25509	108538	54196	28352
ENSG00000028137.19	TNFRSF1B	protein_coding	2	1106	1378	1384	2942	3162	1911
ENSG00000028203.18	VEZT	protein_coding	2	0	0	0	4	4	2
ENSG00000028277.21	POU2F2	protein_coding	2	9.17	57.12	38.46	5.09	5.05	23.26
ENSG00000028310.18	BRD9	protein_coding	2	656	620	481	484	664	421
ENSG00000028528.15	SNX1	protein_coding	2	4	8	0	15	15	8
ENSG00000028839.10	TBPL1	protein_coding	2	3028	3665	2499	11333	10835	3867
ENSG00000029153.14	ARNTL2	protein_coding	1	130.49	187.93	114.78	66.95	73.17	50.9
ENSG00000029363.16	BCLAF1	protein_coding	1	0	0	0	1	4	7
ENSG00000029364.12	SLC39A9	protein_coding	1	332	334	361	588	1096	895
ENSG00000029534.20	ANK1	protein_coding	1	0	0	0	2	3	1
ENSG00000029559.7	IBSP	protein_coding	2	0	0	0	0	0	0
ENSG00000029639.11	TFB1M	protein_coding	2	5946	4816	4421	4698	4198	4397
ENSG00000029725.17	RABEP1	protein_coding	1	30	51	54	87	162	85
ENSG00000029993.15	HMGB3	protein_coding	2	8529	9195	3957	5846	5258	1914
ENSG00000030066.13	NUP160	protein_coding	2	30	16	21	25	36	5
ENSG00000030110.13	BAK1	protein_coding	2	9073	6330	4827	11462	11896	4392
ENSG00000030304.13	MUSK	protein_coding	1	5475	4246	3388	7799	7606	3287
ENSG00000030419.16	IKZF2	protein_coding	2	1189.72	1110.2	580.97	2322.54	1437.39	524.94
ENSG00000030582.18	GRN	protein_coding	1	4	12	2	3	0	0
ENSG00000031003.10	FAM13B	protein_coding	2	18031	13903	5206	11810	9760	2854
ENSG00000031081.10	ARHGAP31	protein_coding	2	19	52	29	505	1007	211
ENSG00000031691.7	CENPQ	protein_coding	2	0	0	0	0	0	0
ENSG00000031698.13	SARS	protein_coding	2	25	7	13	319	428	301
ENSG00000031823.14	RANBP3	protein_coding	2	21592	18486	14979	16344	21281	19222
ENSG00000032219.18	ARID4A	protein_coding	1	0	0	0	0	0	0
ENSG00000032389.12	EIPR1	protein_coding	1	18	4	3	1	15	6
ENSG00000032444.16	PNPLA6	protein_coding	1	1627	3636	2139	1887	1619	1419
ENSG00000032742.17	IFT88	protein_coding	2	11525	8567	6305	17425	12199	7472
ENSG00000033011.12	ALG1	protein_coding	1	2677	2677	1856	4779	3616	2739
ENSG00000033030.13	ZCCHC8	protein_coding	2	701	750	746	664.7	722.03	742.06
ENSG00000033050.9	ABCF2	protein_coding	2	595	851	505	1475	3738	1504
ENSG00000033100.16	CHPF2	protein_coding	1	26	47	50	23	12	9
ENSG00000033122.20	LRRC7	protein_coding	1	38	45	18	6643	697	667
ENSG00000033170.16	FUT8	protein_coding	1	1025	885	513	1256	645	349
ENSG00000033178.13	UBA6	protein_coding	2	14634	13686	8673	10633	13831	7445
ENSG00000033327.13	GAB2	protein_coding	1	7593	6570	4138	7498	6047	2644
ENSG00000033627.16	ATP6V0A1	protein_coding	1	10955.06	10929.48	7901.33	7643.21	8729.4	6969
ENSG00000033800.13	PIAS1	protein_coding	2	0	0	0	0	0	0
ENSG00000033867.16	SLC4A7	protein_coding	2	2091	1975	712	1727	1694	1144
ENSG00000034053.14	APBA2	protein_coding	2	8259.22	4683	3377.89	1265	1351.12	1244
ENSG00000034152.18	MAP2K3	protein_coding	1	30	3	3	43	24	19
ENSG00000034239.11	EFCAB1	protein_coding	2	0	3	1	1	0	1
ENSG00000034510.6	TMSB10	protein_coding	2	5	6	4	16	11	4
ENSG00000034533.11	ASTE1	protein_coding	1	7	12	11	2	4	0
ENSG00000034677.13	RNF19A	protein_coding	2	903	1059	736	805	762	343
ENSG00000034693.15	PEX3	protein_coding	1	4079	2960	2049	2842	3484	1821
ENSG00000034713.8	GABARAPL2	protein_coding	2	2	5	2	0	6	0
ENSG00000034971.17	MYOC	protein_coding	2	0	0	0	0	0	0
ENSG00000035115.21	SH3YL1	protein_coding	2	34117	25976	17984	38322	29082	18393
ENSG00000035141.8	FAM136A	protein_coding	1	12620	6645	5477	3006	3320	1898
ENSG00000035403.17	VCL	protein_coding	2	15	21	5	16	7	3
ENSG00000035499.13	DEPDC1B	protein_coding	2	2004	1869	1503	2124	2482	1769
ENSG00000035664.11	DAPK2	protein_coding	2	0	0	0	1.23	0	0
ENSG00000035681.9	NSMAF	protein_coding	2	5	3	29	267	4	6
ENSG00000035687.10	ADSS	protein_coding	2	55703	46830	22763	86685	64047	34558
ENSG00000035720.8	STAP1	protein_coding	2	497	566	533	243	319	238
ENSG00000035862.12	TIMP2	protein_coding	2	3729	2923	2384	2212	2193	1556
ENSG00000035928.16	RFC1	protein_coding	2	3729	3109	2470	3289	3898	2123
ENSG00000036054.13	TBC1D23	protein_coding	1	1030	847	686	1603	1226	442
ENSG00000036257.13	CUL3	protein_coding	1	9137	9294	6658	5943	4991	4569
ENSG00000036448.10	MYOM2	protein_coding	2	2	0	3	2	24	14
ENSG00000036473.8	OTC	protein_coding	2	14.07	14.08	13.27	8.36	0	3
ENSG00000036530.8	CYP46A1	protein_coding	1	38	114	44	5908	5619	2428
ENSG00000036549.13	AC118549.1	protein_coding	1	31	48	12	6	3	2
ENSG00000036565.15	SLC18A1	protein_coding	2	12	7	1	19	3	1
ENSG00000036672.16	USP2	protein_coding	1	0	0	0	399	24	8
ENSG00000036828.16	CASR	protein_coding	2	4463.99	4626.99	2063	2220.99	2497.98	1639.98
ENSG00000037042.9	TUBG2	protein_coding	2	92	45	29	185	27	18
ENSG00000037241.7	RPL26L1	protein_coding	2	964	840	495	2481	931	450
ENSG00000037280.16	FLT4	protein_coding	2	4245	4670	2995	4591	4317	2373
ENSG00000037474.15	NSUN2	protein_coding	1	61.09	38.53	36.19	72.79	45.39	23.34
ENSG00000037637.11	FBXO42	protein_coding	2	0	0	0	9	0	0
ENSG00000037749.12	MFAP3	protein_coding	2	2744	2421	1483	3877	3110	1499
ENSG00000037757.14	MRI1	protein_coding	1	53390	30201	21364	3994	2392	4870
ENSG00000037897.17	METTL1	protein_coding	2	5370.89	4410.02	4350.05	4691.7	3060.12	2861.58
ENSG00000037965.6	HOXC8	protein_coding	2	6525	7550	6429	5548	6597	7015
ENSG00000038002.9	AGA	protein_coding	2	0	0	0	0	0	0
ENSG00000038210.14	PI4K2B	protein_coding	1	17770	14487	12513	11146	10032	9766
ENSG00000038219.13	BOD1L1	protein_coding	1	5844	3999	3650	2730	3469	1785
ENSG00000038274.17	MAT2B	protein_coding	2	3377	3162	1616	3653	3148	1598
ENSG00000038295.8	TLL1	protein_coding	2	0	0	0	2	27	6
ENSG00000038358.15	EDC4	protein_coding	2	0	0	0	0	0	0
ENSG00000038382.20	TRIO	protein_coding	1	20.07	16.76	26.07	10.54	29.32	22.74
ENSG00000038427.16	VCAN	protein_coding	2	3	4	2	9	0	0
ENSG00000038532.16	CLEC16A	protein_coding	1	1450.8	1573.41	791.77	1640.26	1733.5	909.99
ENSG00000038945.15	MSR1	protein_coding	1	1449	1441	797	2397	3552	1494
ENSG00000039068.19	CDH1	protein_coding	2	576	300	58	909.99	1567	360
ENSG00000039123.16	MTREX	protein_coding	2	14644	14916	9557	5804	6149	3991
ENSG00000039139.9	DNAH5	protein_coding	2	2521	3086	2557	4602	5731	3641
ENSG00000039319.17	ZFYVE16	protein_coding	2	20640	17166	14227	6599	3810	6275
ENSG00000039523.20	RIPOR1	protein_coding	1	2	1	1	1	0	0
ENSG00000039537.13	C6	protein_coding	1	0	0	0	0	0	0
ENSG00000039560.14	RAI14	protein_coding	2	3588	4014	3423	2982	1577	1678
ENSG00000039600.11	SOX30	protein_coding	2	101407	109305	129795	71043.38	103004.6	148176
ENSG00000039650.12	PNKP	protein_coding	2	13379	10581	6737	10618	9176	4729
ENSG00000039987.6	BEST2	protein_coding	2	6510	5109	3331	4794	2098	1186
ENSG00000040199.18	PHLPP2	protein_coding	1	9671	9860	5799	7467	8186	4983
ENSG00000040275.17	SPDL1	protein_coding	1	27711	30755	15714	14408	13649	7838
ENSG00000040341.18	STAU2	protein_coding	1	8371	6417	4038	17522	12122	4487
ENSG00000040487.13	PQLC2	protein_coding	1	0	0	1	1	1	2
ENSG00000040531.14	CTNS	protein_coding	1	3361	3086	1328	4944.16	4250.95	1996.64
ENSG00000040608.14	RTN4R	protein_coding	1	9	1	6	32	4	8
ENSG00000040633.13	PHF23	protein_coding	1	2868	2787	2853	1568	1523	1618
ENSG00000040731.10	CDH10	protein_coding	2	3128	2528	1692	2710	2799	1562
ENSG00000040933.15	INPP4A	protein_coding	2	102	7	8	645	4211	2116
ENSG00000041353.10	RAB27B	protein_coding	1	1074	1552	1079	661	101	89
ENSG00000041357.16	PSMA4	protein_coding	1	5096.52	3826.48	2257.78	5177.42	4618.14	2013.66
ENSG00000041515.16	MYO16	protein_coding	2	5455.9	4508.6	3368.73	5523.57	4967.57	2785.88
ENSG00000041802.11	LSG1	protein_coding	1	0	0	0	1	2	0
ENSG00000041880.14	PARP3	protein_coding	2	285	1791	172	184	189	32
ENSG00000041982.16	TNC	protein_coding	1	362	352	178	425	207	114
ENSG00000041988.15	THAP3	protein_coding	2	0	0	0	0	0	0
ENSG00000042062.12	RIPOR3	protein_coding	2	1296	1166	928	2660	2716	1110
ENSG00000042088.13	TDP1	protein_coding	2	505	545	516	398	253	244
ENSG00000042286.15	AIFM2	protein_coding	2	6044	6191	4450	3973	4106	3066
ENSG00000042304.11	C2orf83	protein_coding	2	35	69	68	52	19	9
ENSG00000042317.17	AL049834.1	protein_coding	1	3937	1630	1555	902	1720	423
ENSG00000042429.12	MED17	protein_coding	1	0	0	2	0	1	0
ENSG00000042445.14	RETSAT	protein_coding	1	0	0	0	3.44	3.65	0
ENSG00000042493.16	CAPG	protein_coding	1	0	0	0	0	17.8	0
ENSG00000042753.11	AP2S1	protein_coding	1	37589.83	42949.69	34135.84	41284.84	50342.95	56631.66
ENSG00000042781.13	USH2A	protein_coding	2	36	53	78	82	42	25
ENSG00000042813.8	ZPBP	protein_coding	1	949	1559	2215	348	258	325
ENSG00000042832.12	TG	protein_coding	1	0	0	0	0	0	0
ENSG00000042980.12	ADAM28	protein_coding	1	100	77	67	458	192	115
ENSG00000043039.6	BARX2	protein_coding	2	3074	2050	1507	1341	591	353
ENSG00000043093.14	DCUN1D1	protein_coding	1	1025	828	530	794	716	406
ENSG00000043143.20	JADE2	protein_coding	1	9293	8096	3541	20596	12214	5091
ENSG00000043355.12	ZIC2	protein_coding	2	0	0	0	0	0	0
ENSG00000043462.12	LCP2	protein_coding	2	6105.64	4597.66	3205.01	8810.83	9295.51	4020
ENSG00000043514.16	TRIT1	protein_coding	2	0	0	0	6	9	3
ENSG00000043591.5	ADRB1	protein_coding	2	1093	1109	1461	1063	1443	650
ENSG00000044012.4	GUCA2B	protein_coding	2	0	0	0	0	0	0
ENSG00000044090.8	CUL7	protein_coding	2	0	2	3	5	2	1
ENSG00000044115.21	CTNNA1	protein_coding	1	18	8	7	287	228	163
ENSG00000044446.11	PHKA2	protein_coding	2	1507	4788	1222	551	285	230
ENSG00000044459.15	CNTLN	protein_coding	2	18	2	2	10	6	3
ENSG00000044524.11	EPHA3	protein_coding	2	2705	2064	1801	2912	2628	2317
ENSG00000044574.8	HSPA5	protein_coding	2	26841	21080	13202	51683	51725	20531
ENSG00000046604.13	DSG2	protein_coding	2	3070	2438	2355	822	464	1100
ENSG00000046647.13	GEMIN8	protein_coding	2	31704	27783	20051	27252	24923	20135
ENSG00000046651.15	OFD1	protein_coding	2	0	0	0	0	0	0
ENSG00000046653.15	GPM6B	protein_coding	2	1413	1145	1037	3632	4031	1687
ENSG00000046774.10	MAGEC2	protein_coding	2	2	3	0	0	6	1
ENSG00000046889.19	PREX2	protein_coding	2	2	3	4	900	17	32
ENSG00000047056.15	WDR37	protein_coding	2	0	0	0	0	0	0
ENSG00000047188.16	YTHDC2	protein_coding	1	12905	10067	6085	10612	11723	5702
ENSG00000047230.15	CTPS2	protein_coding	2	42	3	142	218	271	570
ENSG00000047249.18	ATP6V1H	protein_coding	1	49	34	25	5	2	1
ENSG00000047315.16	POLR2B	protein_coding	2	30	3	11	117	121	50
ENSG00000047346.12	FAM214A	protein_coding	1	55772	58358	41723	48650	32278	32010
ENSG00000047365.12	ARAP2	protein_coding	2	1803	631	214	148	179	129
ENSG00000047410.14	TPR	protein_coding	2	0	0	0	0	0	0
ENSG00000047457.14	CP	protein_coding	1	1875	1591	1703	1765	1648	1803
ENSG00000047578.13	KIAA0556	protein_coding	2	1736	1566	1364	792	623	749.9
ENSG00000047579.19	DTNBP1	protein_coding	2	1	1	2	79	135	17
ENSG00000047597.7	XK	protein_coding	2	9	13	5	76	72	23
ENSG00000047617.15	ANO2	protein_coding	1	185	183	61	172	99	72
ENSG00000047621.12	C12orf4	protein_coding	2	602	1387	1404	3	3	2
ENSG00000047634.15	SCML1	protein_coding	2	952	989	550	662	798	479
ENSG00000047644.18	WWC3	protein_coding	2	3759	3220	2240	8898	7350	2922
ENSG00000047648.23	ARHGAP6	protein_coding	2	1782	1086	980	1925	1005	547
ENSG00000047662.4	FAM184B	protein_coding	2	244	887	888	18	13	22
ENSG00000047849.21	MAP4	protein_coding	1	5603	4263.88	4004	3998.84	3681	3219.9
ENSG00000047932.14	GOPC	protein_coding	2	0	0	13	69	36	2
ENSG00000047936.10	ROS1	protein_coding	2	19986	15407	13590	716	886	1293
ENSG00000048028.11	USP28	protein_coding	1	62158	35806	25689	93160	76454	28320
ENSG00000048052.21	HDAC9	protein_coding	1	8290	8917	4910	8526	5663	2734
ENSG00000048140.18	TSPAN17	protein_coding	1	0	0	0	0	0	0
ENSG00000048162.20	NOP16	protein_coding	1	309	281	228	186	311	156
ENSG00000048342.16	CC2D2A	protein_coding	2	41.62	35.02	12.97	24.73	59.37	43.07
ENSG00000048392.11	RRM2B	protein_coding	1	0	0	0	0	3	0
ENSG00000048405.10	ZNF800	protein_coding	2	9344	7661	4547	4899	4986	2274
ENSG00000048462.11	TNFRSF17	protein_coding	1	548.83	414.42	275.44	379	346.71	160
ENSG00000048471.14	SNX29	protein_coding	1	2090	2056	1354	2696	2802	2253
ENSG00000048540.15	LMO3	protein_coding	1	252.67	247	219	464	593	379
ENSG00000048544.6	MRPS10	protein_coding	2	6	2	4	19	12	4
ENSG00000048545.14	GUCA1A	protein_coding	2	15919	10478	7412	20895	11217	10548
ENSG00000048649.13	RSF1	protein_coding	1	0	0	0	17	3	0
ENSG00000048707.15	VPS13D	protein_coding	2	2828	3003	3558	1237	1776	2628
ENSG00000048740.18	CELF2	protein_coding	2	5117	4463	3148	4780	5245	2779
ENSG00000048828.17	FAM120A	protein_coding	2	1	6	8	17	15	1
ENSG00000048991.16	R3HDM1	protein_coding	1	265	222	34	4	3	0
ENSG00000049089.15	COL9A2	protein_coding	2	6434	6308	3600	5023	6698	4035
ENSG00000049130.16	KITLG	protein_coding	2	0	0	0	0	0	0
ENSG00000049167.14	ERCC8	protein_coding	2	830	569	236	513	496	233
ENSG00000049192.15	ADAMTS6	protein_coding	2	3401	3570	2220	5460	6212	2173
ENSG00000049239.12	H6PD	protein_coding	1	4230.42	2651.84	1718.41	4050.65	4337.62	1465.98
ENSG00000049245.13	VAMP3	protein_coding	1	0	0	0	4	4	3
ENSG00000049246.14	PER3	protein_coding	1	0	0	0	0	0	0
ENSG00000049247.13	UTS2	protein_coding	2	1358	2269	1745	3970	7052	3792
ENSG00000049249.8	TNFRSF9	protein_coding	1	2.28	0	2.31	20.1	48.94	32.12
ENSG00000049283.18	EPN3	protein_coding	2	1	5	7	6	4	3
ENSG00000049323.16	LTBP1	protein_coding	1	1	2	1	5	1	1
ENSG00000049449.9	RCN1	protein_coding	1	1081	396	377	218	236	112
ENSG00000049540.17	ELN	protein_coding	2	2650	2795	1737	1833	2274	2176
ENSG00000049541.11	RFC2	protein_coding	2	1168	1051	964	1136	1203	1109
ENSG00000049618.23	ARID1B	protein_coding	1	1525	1062	884	1280	1120	1040
ENSG00000049656.14	CLPTM1L	protein_coding	2	157	94	58	183	108	92
ENSG00000049759.18	NEDD4L	protein_coding	1	0	0	0	0	0	0
ENSG00000049768.15	FOXP3	protein_coding	2	53.06	81	47.71	113.57	151.49	93.88
ENSG00000049769.13	PPP1R3F	protein_coding	2	4	1	5	12	43	6
ENSG00000049860.14	HEXB	protein_coding	2	9	5	8	8	5	8
ENSG00000049883.15	PTCD2	protein_coding	1	12256	10181	9996	4935	2787	2877
ENSG00000050030.15	NEXMIF	protein_coding	2	27063	16811	13243	25585	21614	10150
ENSG00000050130.18	JKAMP	protein_coding	2	1	0	0	0	0	0
ENSG00000050165.17	DKK3	protein_coding	1	73	39	61	5650	16703	7379
